Ethernet18/3,dfwpasvr514,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet18/4,dfwpasvr515,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet19/1,dfwpasvr538,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet19/2,dfwpasvr539,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet19/3,dfwpasvr542,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet19/4,dfwpasvr543,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet20/1,dfwpasvr518,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet20/2,dfwpasvr519,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet20/3,dfwpasvr514,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet20/4,dfwpasvr515,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet21/1,dfwpasvr546,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet21/2,dfwpasvr547,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet22/1,dfwpasvr526,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet22/2,dfwpasvr527,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet22/3,dfwpasvr522,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet22/4,dfwpasvr523,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet23/1,dfwpasvr546,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet23/2,dfwpasvr547,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet24/1,dfwpasvr526,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet24/2,dfwpasvr527,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet24/3,dfwpasvr522,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet24/4,dfwpasvr523,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
