Ethernet1/1,dfwpasvr544,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet1/2,dfwpasvr545,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet2/1,dfwpasvr524,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet2/2,dfwpasvr525,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet2/3,dfwpasvr520,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet2/4,dfwpasvr521,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet3/1,dfwpasvr544,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet3/2,dfwpasvr545,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet4/1,dfwpasvr524,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet4/2,dfwpasvr525,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet4/3,dfwpasvr520,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet4/4,dfwpasvr521,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet5/1,dfwpasvr536,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet5/2,dfwpasvr537,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet5/3,dfwpasvr540,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet5/4,dfwpasvr541,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet6/1,dfwpasvr516,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet6/2,dfwpasvr517,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet6/3,dfwpasvr512,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet6/4,dfwpasvr513,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet7/1,dfwpasvr536,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet7/2,dfwpasvr537,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet7/3,dfwpasvr540,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet7/4,dfwpasvr541,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet8/1,dfwpasvr516,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet8/2,dfwpasvr517,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet8/3,dfwpasvr512,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet8/4,dfwpasvr513,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet9/1,dfwpasvr528,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet9/2,dfwpasvr529,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet9/3,dfwpasvr532,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet9/4,dfwpasvr533,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet10/1,dfwpasvr508,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet10/2,dfwpasvr509,eth4,eth2,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet11/1,dfwpasvr528,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet11/2,dfwpasvr529,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet11/3,dfwpasvr532,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet11/4,dfwpasvr533,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet12/1,dfwpasvr508,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet12/2,dfwpasvr509,eth5,eth3,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet13/1,dfwpasvr530,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet13/2,dfwpasvr531,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet13/3,dfwpasvr534,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet13/4,dfwpasvr535,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet14/1,dfwpasvr510,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet14/2,dfwpasvr511,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet15/1,dfwpasvr530,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet15/2,dfwpasvr531,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet15/3,dfwpasvr534,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet15/4,dfwpasvr535,eth3,eth5,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet16/1,dfwpasvr510,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet16/2,dfwpasvr511,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet17/1,dfwpasvr538,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet17/2,dfwpasvr539,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet17/3,dfwpasvr542,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet17/4,dfwpasvr543,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet18/1,dfwpasvr518,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
Ethernet18/2,dfwpasvr519,eth2,eth4,nutanix,AMusaDFW01Esw313-nxtor,AMusaDFW01Esw314-nxtor
